SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014
50,2,3,18,1,Indiana,Adams County,34387,34387,34435,34351,34401,34685,34791
50,2,3,18,3,Indiana,Allen County,355329,355327,355857,358745,360832,363596,365918
50,2,3,18,5,Indiana,Bartholomew County,76794,76786,76848,77621,78903,79549,80217
50,2,3,18,7,Indiana,Benton County,8854,8854,8883,8883,8834,8748,8700
50,2,3,18,9,Indiana,Blackford County,12766,12766,12763,12680,12548,12490,12401
50,2,3,18,11,Indiana,Boone County,56640,56638,56836,57886,59076,60519,61915
50,2,3,18,13,Indiana,Brown County,15242,15242,15209,15075,15068,15054,14962
50,2,3,18,15,Indiana,Carroll County,20155,20155,20161,20066,20096,20096,19923
50,2,3,18,17,Indiana,Cass County,38966,38966,39002,38920,38746,38542,38438
50,2,3,18,19,Indiana,Clark County,110232,110232,110547,111534,111919,112800,114262
50,2,3,18,21,Indiana,Clay County,26890,26887,26870,26902,26855,26797,26562
50,2,3,18,23,Indiana,Clinton County,33224,33224,33203,33043,32957,32958,32776
50,2,3,18,25,Indiana,Crawford County,10713,10713,10714,10606,10645,10611,10655
50,2,3,18,27,Indiana,Daviess County,31648,31654,31713,31918,32116,32303,32729
50,2,3,18,29,Indiana,Dearborn County,50047,50047,50093,50020,49782,49799,49506
50,2,3,18,31,Indiana,Decatur County,25740,25740,25795,25895,26083,26262,26524
50,2,3,18,33,Indiana,DeKalb County,42223,42223,42254,42413,42255,42302,42383
50,2,3,18,35,Indiana,Delaware County,117671,117671,117672,117797,117309,117355,117074
50,2,3,18,37,Indiana,Dubois County,41889,41889,41898,42193,42094,42318,42345
50,2,3,18,39,Indiana,Elkhart County,197559,197561,197441,198480,199236,200591,201971
50,2,3,18,41,Indiana,Fayette County,24277,24302,24341,24163,23965,23839,23468
50,2,3,18,43,Indiana,Floyd County,74578,74580,74660,74975,75284,76059,76179
50,2,3,18,45,Indiana,Fountain County,17240,17238,17258,17130,17100,16863,16658
50,2,3,18,47,Indiana,Franklin County,23087,23087,23056,22997,22986,22929,22934
50,2,3,18,49,Indiana,Fulton County,20836,20836,20820,20751,20664,20455,20500
50,2,3,18,51,Indiana,Gibson County,33503,33503,33527,33540,33551,33554,33759
50,2,3,18,53,Indiana,Grant County,70061,70063,70002,69669,69283,69044,68569
50,2,3,18,55,Indiana,Greene County,33165,33164,33197,33119,33029,32817,32726
50,2,3,18,57,Indiana,Hamilton County,274569,274569,276377,283213,289570,296828,302623
50,2,3,18,59,Indiana,Hancock County,70002,70045,70182,70360,70641,71096,71978
50,2,3,18,61,Indiana,Harrison County,39364,39364,39365,39237,39099,39082,39299
50,2,3,18,63,Indiana,Hendricks County,145448,145412,145849,148613,150722,153644,156056
50,2,3,18,65,Indiana,Henry County,49462,49462,49474,49343,49259,49066,48995
50,2,3,18,67,Indiana,Howard County,82752,82752,82766,82888,82973,82961,82982
50,2,3,18,69,Indiana,Huntington County,37124,37124,37096,37171,36979,36841,36706
50,2,3,18,71,Indiana,Jackson County,42376,42380,42584,42920,42990,43436,43705
50,2,3,18,73,Indiana,Jasper County,33478,33478,33502,33402,33453,33381,33475
50,2,3,18,75,Indiana,Jay County,21253,21253,21176,21376,21370,21296,21179
50,2,3,18,77,Indiana,Jefferson County,32428,32428,32425,32298,32506,32511,32494
50,2,3,18,79,Indiana,Jennings County,28525,28525,28465,28196,28182,28272,28000
50,2,3,18,81,Indiana,Johnson County,139654,139867,140274,141767,143562,145806,147538
50,2,3,18,83,Indiana,Knox County,38440,38440,38383,38468,38051,38064,37938
50,2,3,18,85,Indiana,Kosciusko County,77358,77356,77346,77389,77654,77997,78564
50,2,3,18,87,Indiana,LaGrange County,37128,37130,37168,37491,37635,38067,38436
50,2,3,18,89,Indiana,Lake County,496005,496031,496055,494820,493194,491403,490228
50,2,3,18,91,Indiana,LaPorte County,111467,111467,111421,111187,111158,111256,111444
50,2,3,18,93,Indiana,Lawrence County,46134,46129,46138,46088,46045,45873,45704
50,2,3,18,95,Indiana,Madison County,131636,131636,131665,131051,130284,130370,130069
50,2,3,18,97,Indiana,Marion County,903393,903389,904710,910798,918581,928349,934243
50,2,3,18,99,Indiana,Marshall County,47051,47051,47008,46981,47025,47037,47107
50,2,3,18,101,Indiana,Martin County,10334,10378,10376,10338,10322,10230,10203
50,2,3,18,103,Indiana,Miami County,36903,36903,36795,36585,36502,36133,35954
50,2,3,18,105,Indiana,Monroe County,137974,137959,138520,140339,141289,142020,143339
50,2,3,18,107,Indiana,Montgomery County,38124,38126,38096,38343,38202,38130,38146
50,2,3,18,109,Indiana,Morgan County,68894,68939,69156,69206,69216,69446,69693
50,2,3,18,111,Indiana,Newton County,14244,14244,14257,14129,14079,14079,14156
50,2,3,18,113,Indiana,Noble County,47536,47536,47471,47460,47424,47511,47618
50,2,3,18,115,Indiana,Ohio County,6128,6128,6108,6084,6103,6035,6035
50,2,3,18,117,Indiana,Orange County,19840,19840,19815,19916,19696,19727,19626
50,2,3,18,119,Indiana,Owen County,21575,21583,21587,21516,21363,21170,20969
50,2,3,18,121,Indiana,Parke County,17339,17354,17299,17123,17112,17234,17233
50,2,3,18,123,Indiana,Perry County,19338,19338,19419,19469,19429,19488,19454
50,2,3,18,125,Indiana,Pike County,12845,12844,12847,12755,12774,12666,12624
50,2,3,18,127,Indiana,Porter County,164343,164347,164491,165442,165659,166427,167076
50,2,3,18,129,Indiana,Posey County,25910,25910,25855,25680,25616,25515,25540
50,2,3,18,131,Indiana,Pulaski County,13402,13402,13345,13280,13053,13004,12967
50,2,3,18,133,Indiana,Putnam County,37963,37952,37928,37882,37681,37532,37618
50,2,3,18,135,Indiana,Randolph County,26171,26171,26165,26005,25835,25616,25384
50,2,3,18,137,Indiana,Ripley County,28818,28818,28815,28719,28529,28443,28497
50,2,3,18,139,Indiana,Rush County,17392,17392,17367,17317,17134,17025,16892
50,2,3,18,141,Indiana,St. Joseph County,266931,266929,266784,266756,266571,266850,267618
50,2,3,18,143,Indiana,Scott County,24181,24181,24193,23945,23784,23852,23712
50,2,3,18,145,Indiana,Shelby County,44436,44393,44322,44355,44382,44502,44579
50,2,3,18,147,Indiana,Spencer County,20952,20952,20890,21056,20875,20844,20801
50,2,3,18,149,Indiana,Starke County,23363,23363,23370,23219,23197,23215,23074
50,2,3,18,151,Indiana,Steuben County,34185,34183,34135,34058,34155,34294,34308
50,2,3,18,153,Indiana,Sullivan County,21475,21475,21419,21246,21227,21193,21050
50,2,3,18,155,Indiana,Switzerland County,10613,10613,10622,10567,10402,10528,10452
50,2,3,18,157,Indiana,Tippecanoe County,172780,172780,173011,175485,178180,180925,183074
50,2,3,18,159,Indiana,Tipton County,15936,15936,15874,15846,15721,15584,15415
50,2,3,18,161,Indiana,Union County,7516,7516,7538,7477,7340,7309,7246
50,2,3,18,163,Indiana,Vanderburgh County,179703,179703,179790,180285,180781,181524,182006
50,2,3,18,165,Indiana,Vermillion County,16212,16212,16145,16112,15955,15855,15693
50,2,3,18,167,Indiana,Vigo County,107848,107848,107880,108321,108589,108356,108175
50,2,3,18,169,Indiana,Wabash County,32888,32888,32852,32581,32428,32348,32252
50,2,3,18,171,Indiana,Warren County,8508,8508,8502,8474,8386,8393,8352
50,2,3,18,173,Indiana,Warrick County,59689,59689,59863,60240,60439,61001,61149
50,2,3,18,175,Indiana,Washington County,28262,28262,28290,28180,27925,27810,27878
50,2,3,18,177,Indiana,Wayne County,68917,69003,68959,68822,68371,67978,67671
50,2,3,18,179,Indiana,Wells County,27636,27636,27658,27724,27678,27736,27862
50,2,3,18,181,Indiana,White County,24643,24643,24680,24506,24408,24376,24453
50,2,3,18,183,Indiana,Whitley County,33292,33292,33335,33288,33270,33238,33403
40,2,4,19,0,Iowa,Iowa,3046355,3046869,3050295,3064904,3075935,3092341,3107126
50,2,4,19,1,Iowa,Adair County,7682,7682,7693,7588,7515,7463,7454
50,2,4,19,3,Iowa,Adams County,4029,4029,4023,3993,3904,3892,3875
50,2,4,19,5,Iowa,Allamakee County,14330,14328,14344,14200,14131,14046,14038
50,2,4,19,7,Iowa,Appanoose County,12887,12887,12869,12870,12711,12659,12661
50,2,4,19,9,Iowa,Audubon County,6119,6119,6108,6016,5876,5880,5794
50,2,4,19,11,Iowa,Benton County,26076,26076,26059,26137,25861,25737,25680
50,2,4,19,13,Iowa,Black Hawk County,131090,131090,131158,131429,131661,132591,132897
50,2,4,19,15,Iowa,Boone County,26306,26306,26276,26336,26234,26352,26433
50,2,4,19,17,Iowa,Bremer County,24276,24276,24283,24363,24463,24577,24721
50,2,4,19,19,Iowa,Buchanan County,20958,20958,20946,20879,20942,20932,21038
50,2,4,19,21,Iowa,Buena Vista County,20260,20260,20328,20264,20548,20584,20578
50,2,4,19,23,Iowa,Butler County,14867,14867,14902,14948,14977,14998,15006
50,2,4,19,25,Iowa,Calhoun County,9670,10177,10162,10054,9910,9909,9866
50,2,4,19,27,Iowa,Carroll County,20816,20816,20828,20848,20674,20599,20562
50,2,4,19,29,Iowa,Cass County,13956,13956,13927,13779,13720,13598,13448
50,2,4,19,31,Iowa,Cedar County,18499,18497,18511,18445,18425,18379,18411
50,2,4,19,33,Iowa,Cerro Gordo County,44151,44151,44100,43965,43711,43505,43254
50,2,4,19,35,Iowa,Cherokee County,12072,12072,12131,12046,11981,11918,11836
50,2,4,19,37,Iowa,Chickasaw County,12439,12439,12414,12408,12270,12288,12264
50,2,4,19,39,Iowa,Clarke County,9286,9286,9301,9302,9340,9259,9217
50,2,4,19,41,Iowa,Clay County,16667,16667,16624,16601,16563,16474,16515
50,2,4,19,43,Iowa,Clayton County,18129,18129,18090,18000,17934,17785,17692
50,2,4,19,45,Iowa,Clinton County,49116,49116,49109,49103,48723,48330,48051
50,2,4,19,47,Iowa,Crawford County,17096,17096,17127,17210,17306,17422,17228
50,2,4,19,49,Iowa,Dallas County,66135,66137,66652,69722,72121,74727,77400
50,2,4,19,51,Iowa,Davis County,8753,8753,8791,8774,8709,8770,8781
50,2,4,19,53,Iowa,Decatur County,8457,8457,8415,8257,8250,8245,8263
50,2,4,19,55,Iowa,Delaware County,17764,17764,17772,17650,17572,17499,17398
50,2,4,19,57,Iowa,Des Moines County,40325,40325,40250,40099,40271,40452,40255
50,2,4,19,59,Iowa,Dickinson County,16667,16667,16658,16879,16965,16949,16935
50,2,4,19,61,Iowa,Dubuque County,93653,93653,93893,94507,95147,95912,96370
50,2,4,19,63,Iowa,Emmet County,10302,10302,10281,10080,9997,9994,9990
50,2,4,19,65,Iowa,Fayette County,20880,20880,20860,20966,20794,20501,20343
50,2,4,19,67,Iowa,Floyd County,16303,16303,16318,16124,16136,16110,16077
50,2,4,19,69,Iowa,Franklin County,10680,10680,10685,10683,10526,10531,10436
50,2,4,19,71,Iowa,Fremont County,7441,7441,7421,7360,7134,7063,7022
50,2,4,19,73,Iowa,Greene County,9336,9337,9332,9305,9161,9156,9200
50,2,4,19,75,Iowa,Grundy County,12453,12453,12447,12458,12423,12311,12375
50,2,4,19,77,Iowa,Guthrie County,10954,10954,10943,10861,10771,10675,10722
50,2,4,19,79,Iowa,Hamilton County,15673,15673,15630,15447,15308,15312,15117
50,2,4,19,81,Iowa,Hancock County,11341,11341,11305,11276,11164,11102,11027
50,2,4,19,83,Iowa,Hardin County,17534,17534,17531,17384,17378,17424,17311
50,2,4,19,85,Iowa,Harrison County,14928,14937,14925,14796,14520,14437,14324
50,2,4,19,87,Iowa,Henry County,20145,20145,20121,20318,20112,20219,20217
50,2,4,19,89,Iowa,Howard County,9566,9566,9558,9545,9582,9511,9449
50,2,4,19,91,Iowa,Humboldt County,9815,9814,9801,9799,9733,9683,9640
50,2,4,19,93,Iowa,Ida County,7089,7089,7069,7079,7091,7142,7042
50,2,4,19,95,Iowa,Iowa County,16355,16355,16320,16340,16206,16341,16375
50,2,4,19,97,Iowa,Jackson County,19848,19848,19829,19720,19689,19562,19482
50,2,4,19,99,Iowa,Jasper County,36842,36842,36805,36624,36544,36731,36872
50,2,4,19,101,Iowa,Jefferson County,16843,16843,16816,17011,17084,17276,17325
50,2,4,19,103,Iowa,Johnson County,130882,130882,131267,133730,136913,139814,142287
50,2,4,19,105,Iowa,Jones County,20638,20638,20685,20752,20619,20524,20454
50,2,4,19,107,Iowa,Keokuk County,10511,10511,10499,10366,10398,10313,10231
50,2,4,19,109,Iowa,Kossuth County,15543,15543,15517,15369,15351,15277,15222
50,2,4,19,111,Iowa,Lee County,35862,35862,35860,35605,35622,35386,35286
50,2,4,19,113,Iowa,Linn County,211226,211226,211616,213973,215206,216087,217751
50,2,4,19,115,Iowa,Louisa County,11387,11387,11372,11370,11327,11294,11161
50,2,4,19,117,Iowa,Lucas County,8898,8898,8889,8836,8764,8735,8701
50,2,4,19,119,Iowa,Lyon County,11581,11581,11558,11706,11760,11692,11683
50,2,4,19,121,Iowa,Madison County,15679,15679,15722,15724,15627,15463,15609
50,2,4,19,123,Iowa,Mahaska County,22381,22381,22397,22505,22417,22412,22370
50,2,4,19,125,Iowa,Marion County,33309,33309,33248,33352,33378,33196,33365
50,2,4,19,127,Iowa,Marshall County,40648,40648,40682,40982,41058,41022,40866
50,2,4,19,129,Iowa,Mills County,15059,15059,15074,15036,14881,14910,14831
50,2,4,19,131,Iowa,Mitchell County,10776,10772,10789,10702,10727,10724,10779
50,2,4,19,133,Iowa,Monona County,9243,9243,9240,9262,9142,9104,8996
50,2,4,19,135,Iowa,Monroe County,7970,7970,7984,8046,8071,7992,8001
50,2,4,19,137,Iowa,Montgomery County,10740,10740,10694,10651,10558,10421,10421
50,2,4,19,139,Iowa,Muscatine County,42745,42747,42758,42799,42905,42918,42903
50,2,4,19,141,Iowa,O'Brien County,14398,14398,14400,14201,14163,14047,14056
50,2,4,19,143,Iowa,Osceola County,6462,6462,6451,6312,6190,6222,6218
50,2,4,19,145,Iowa,Page County,15932,15943,15934,15926,15751,15577,15496
50,2,4,19,147,Iowa,Palo Alto County,9421,9421,9399,9365,9281,9170,9099
50,2,4,19,149,Iowa,Plymouth County,24986,24981,24977,24839,24881,24924,24874
50,2,4,19,151,Iowa,Pocahontas County,7310,7310,7284,7216,7161,7154,7138
50,2,4,19,153,Iowa,Polk County,430640,430635,432243,437770,443984,451822,459862
50,2,4,19,155,Iowa,Pottawattamie County,93158,93149,93384,93490,92918,92846,93128
50,2,4,19,157,Iowa,Poweshiek County,18914,18914,18902,18861,18759,18634,18668
50,2,4,19,159,Iowa,Ringgold County,5131,5131,5129,5101,5085,5046,5051
50,2,4,19,161,Iowa,Sac County,10350,10350,10343,10220,10162,10049,10035
50,2,4,19,163,Iowa,Scott County,165224,165224,165752,167053,168827,170553,171387
50,2,4,19,165,Iowa,Shelby County,12167,12167,12168,12038,12071,11944,11948
50,2,4,19,167,Iowa,Sioux County,33704,33704,33716,34034,34348,34524,34681
50,2,4,19,169,Iowa,Story County,89542,89542,89596,90896,91721,93410,94073
50,2,4,19,171,Iowa,Tama County,17767,17767,17723,17619,17526,17523,17451
50,2,4,19,173,Iowa,Taylor County,6317,6317,6308,6266,6223,6187,6143
50,2,4,19,175,Iowa,Union County,12534,12534,12506,12557,12591,12599,12516
50,2,4,19,177,Iowa,Van Buren County,7570,7570,7560,7511,7454,7440,7468
50,2,4,19,179,Iowa,Wapello County,35625,35625,35652,35444,35349,35373,35212
50,2,4,19,181,Iowa,Warren County,46225,46228,46323,46664,46950,47399,47956
50,2,4,19,183,Iowa,Washington County,21704,21704,21696,21830,21921,22015,22070
50,2,4,19,185,Iowa,Wayne County,6403,6403,6398,6363,6355,6416,6395
50,2,4,19,187,Iowa,Webster County,38013,38013,37865,37704,37253,37216,36955
50,2,4,19,189,Iowa,Winnebago County,10866,10866,10828,10718,10626,10494,10559
50,2,4,19,191,Iowa,Winneshiek County,21056,21058,21066,21038,21036,20879,20768
50,2,4,19,193,Iowa,Woodbury County,102172,102177,102337,102642,102330,102278,102271
50,2,4,19,195,Iowa,Worth County,7598,7598,7577,7574,7519,7541,7624
50,2,4,19,197,Iowa,Wright County,13229,13229,13186,13038,13008,12963,12840
40,2,4,20,0,Kansas,Kansas,2853118,2853132,2858949,2869965,2885966,2895801,2904021
50,2,4,20,1,Kansas,Allen County,13371,13371,13360,13351,13341,13098,12909
50,2,4,20,3,Kansas,Anderson County,8102,8102,8098,8051,7918,7858,7883
50,2,4,20,5,Kansas,Atchison County,16924,16924,16870,16785,16800,16717,16513
50,2,4,20,7,Kansas,Barber County,4861,4861,4848,4926,4880,4938,4897
50,2,4,20,9,Kansas,Barton County,27674,27674,27684,27697,27553,27510,27385
50,2,4,20,11,Kansas,Bourbon County,15173,15173,15169,14941,14859,14826,14772
50,2,4,20,13,Kansas,Brown County,9984,9984,9982,9998,9888,9949,9815
50,2,4,20,15,Kansas,Butler County,65880,65880,65918,65851,65756,65884,66227
50,2,4,20,17,Kansas,Chase County,2790,2790,2788,2791,2750,2708,2692
50,2,4,20,19,Kansas,Chautauqua County,3669,3669,3646,3614,3566,3553,3481
50,2,4,20,21,Kansas,Cherokee County,21603,21603,21563,21387,21224,20933,20787
50,2,4,20,23,Kansas,Cheyenne County,2726,2726,2721,2704,2675,2682,2693
50,2,4,20,25,Kansas,Clark County,2215,2215,2198,2131,2174,2201,2144
50,2,4,20,27,Kansas,Clay County,8535,8535,8550,8525,8517,8390,8317
50,2,4,20,29,Kansas,Cloud County,9533,9533,9531,9395,9392,9365,9385
50,2,4,20,31,Kansas,Coffey County,8601,8601,8591,8519,8506,8415,8433
50,2,4,20,33,Kansas,Comanche County,1891,1891,1886,1883,1908,1924,1954
50,2,4,20,35,Kansas,Cowley County,36311,36311,36308,36242,36264,36230,35963
50,2,4,20,37,Kansas,Crawford County,39134,39134,39200,39204,39361,39330,39290
50,2,4,20,39,Kansas,Decatur County,2961,2961,2949,2922,2881,2915,2908
50,2,4,20,41,Kansas,Dickinson County,19754,19754,19801,19731,19758,19521,19394
50,2,4,20,43,Kansas,Doniphan County,7945,7945,7956,7955,7877,7859,7874
50,2,4,20,45,Kansas,Douglas County,110826,110826,111296,112491,113339,114803,116585
50,2,4,20,47,Kansas,Edwards County,3037,3037,3049,3021,2974,2957,3030
50,2,4,20,49,Kansas,Elk County,2882,2882,2868,2790,2669,2650,2694
50,2,4,20,51,Kansas,Ellis County,28452,28452,28451,28774,29090,29060,29013
50,2,4,20,53,Kansas,Ellsworth County,6497,6497,6508,6458,6465,6390,6392
50,2,4,20,55,Kansas,Finney County,36776,36776,36939,37112,37130,37131,37184
50,2,4,20,57,Kansas,Ford County,33848,33848,34062,34441,34773,34950,34795
50,2,4,20,59,Kansas,Franklin County,25992,25996,26006,25887,25878,25790,25611
50,2,4,20,61,Kansas,Geary County,34362,34362,35263,35324,38003,36987,36713
50,2,4,20,63,Kansas,Gove County,2695,2695,2683,2689,2721,2765,2727
50,2,4,20,65,Kansas,Graham County,2597,2597,2609,2643,2592,2598,2566
50,2,4,20,67,Kansas,Grant County,7829,7829,7846,7899,7852,7869,7816
50,2,4,20,69,Kansas,Gray County,6006,6006,6026,6106,5994,6007,6082
50,2,4,20,71,Kansas,Greeley County,1247,1247,1256,1250,1266,1286,1301
50,2,4,20,73,Kansas,Greenwood County,6689,6689,6683,6612,6446,6404,6328
50,2,4,20,75,Kansas,Hamilton County,2690,2690,2698,2623,2631,2606,2603
50,2,4,20,77,Kansas,Harper County,6034,6034,6030,5948,5874,5859,5818
50,2,4,20,79,Kansas,Harvey County,34684,34684,34784,34748,34831,34803,34820
50,2,4,20,81,Kansas,Haskell County,4256,4256,4290,4237,4221,4136,4106
50,2,4,20,83,Kansas,Hodgeman County,1916,1916,1908,1979,1953,1951,1916
50,2,4,20,85,Kansas,Jackson County,13462,13462,13490,13468,13448,13373,13539
50,2,4,20,87,Kansas,Jefferson County,19126,19124,19121,18960,18901,18824,18855
50,2,4,20,89,Kansas,Jewell County,3077,3077,3065,3087,3037,3067,3043
50,2,4,20,91,Kansas,Johnson County,544179,544179,545666,552906,559954,567326,574272
50,2,4,20,93,Kansas,Kearny County,3977,3977,3992,3963,3976,3904,3915
50,2,4,20,95,Kansas,Kingman County,7858,7858,7842,7895,7828,7837,7698
50,2,4,20,97,Kansas,Kiowa County,2553,2553,2560,2553,2499,2518,2513
50,2,4,20,99,Kansas,Labette County,21607,21607,21546,21432,21219,20969,20960
50,2,4,20,101,Kansas,Lane County,1750,1750,1736,1762,1700,1720,1687
50,2,4,20,103,Kansas,Leavenworth County,76227,76227,76555,77118,77729,78234,78797
50,2,4,20,105,Kansas,Lincoln County,3241,3241,3232,3206,3159,3138,3167
50,2,4,20,107,Kansas,Linn County,9656,9656,9637,9605,9481,9531,9502
50,2,4,20,109,Kansas,Logan County,2756,2756,2771,2764,2795,2789,2794
50,2,4,20,111,Kansas,Lyon County,33690,33690,33632,33653,33529,33522,33212
50,2,4,20,113,Kansas,McPherson County,29180,29180,29141,29213,29341,29606,29241
50,2,4,20,115,Kansas,Marion County,12660,12660,12663,12540,12372,12224,12208
50,2,4,20,117,Kansas,Marshall County,10117,10117,10105,10003,10066,10028,10006
50,2,4,20,119,Kansas,Meade County,4575,4575,4604,4539,4415,4304,4357
50,2,4,20,121,Kansas,Miami County,32787,32783,32862,32696,32605,32839,32822
50,2,4,20,123,Kansas,Mitchell County,6373,6373,6355,6304,6342,6336,6284
50,2,4,20,125,Kansas,Montgomery County,35471,35471,35370,34744,34433,34396,34065
50,2,4,20,127,Kansas,Morris County,5923,5923,5913,5861,5851,5717,5698
50,2,4,20,129,Kansas,Morton County,3233,3233,3229,3169,3139,3150,3110
50,2,4,20,131,Kansas,Nemaha County,10178,10178,10164,10123,10104,10140,10148
50,2,4,20,133,Kansas,Neosho County,16512,16512,16485,16455,16452,16458,16416
50,2,4,20,135,Kansas,Ness County,3107,3107,3108,3127,3085,3094,3105
50,2,4,20,137,Kansas,Norton County,5671,5671,5661,5672,5605,5642,5560
50,2,4,20,139,Kansas,Osage County,16295,16295,16294,16340,16173,16082,15936
50,2,4,20,141,Kansas,Osborne County,3858,3858,3837,3842,3815,3806,3756
50,2,4,20,143,Kansas,Ottawa County,6091,6091,6093,6085,6061,6071,6065
50,2,4,20,145,Kansas,Pawnee County,6973,6973,6987,7035,6913,6946,6916
50,2,4,20,147,Kansas,Phillips County,5642,5642,5632,5543,5521,5571,5533
50,2,4,20,149,Kansas,Pottawatomie County,21604,21604,21732,22040,22351,22670,22897
50,2,4,20,151,Kansas,Pratt County,9656,9656,9647,9662,9787,9844,9850
50,2,4,20,153,Kansas,Rawlins County,2519,2519,2502,2539,2538,2603,2584
50,2,4,20,155,Kansas,Reno County,64511,64511,64558,64393,64217,64155,63794
50,2,4,20,157,Kansas,Republic County,4980,4980,4957,4913,4858,4810,4803
50,2,4,20,159,Kansas,Rice County,10083,10083,10113,10101,10009,10010,10015
50,2,4,20,161,Kansas,Riley County,71115,71131,71612,73384,76297,75905,75194
50,2,4,20,163,Kansas,Rooks County,5181,5181,5173,5182,5197,5164,5155
50,2,4,20,165,Kansas,Rush County,3307,3307,3318,3200,3207,3186,3197
50,2,4,20,167,Kansas,Russell County,6970,6970,6983,6962,6963,6929,6956
50,2,4,20,169,Kansas,Saline County,55606,55606,55758,55733,55890,55830,55755
50,2,4,20,171,Kansas,Scott County,4936,4936,4946,4906,4900,4992,5080
50,2,4,20,173,Kansas,Sedgwick County,498365,498365,499282,500914,503821,506121,508803
50,2,4,20,175,Kansas,Seward County,22952,22952,22985,23223,23453,23470,23465
50,2,4,20,177,Kansas,Shawnee County,177934,177934,178257,178861,178904,178574,178406
50,2,4,20,179,Kansas,Sheridan County,2556,2556,2551,2544,2533,2531,2539
50,2,4,20,181,Kansas,Sherman County,6010,6010,6008,6039,6125,6107,6110
50,2,4,20,183,Kansas,Smith County,3853,3853,3859,3791,3754,3720,3769
50,2,4,20,185,Kansas,Stafford County,4437,4437,4423,4390,4354,4350,4297
50,2,4,20,187,Kansas,Stanton County,2235,2235,2258,2228,2170,2167,2111
50,2,4,20,189,Kansas,Stevens County,5724,5724,5749,5641,5737,5790,5801
50,2,4,20,191,Kansas,Sumner County,24132,24132,24110,23858,23706,23614,23528
50,2,4,20,193,Kansas,Thomas County,7900,7900,7947,7950,7947,8001,7891
50,2,4,20,195,Kansas,Trego County,3001,3001,2990,2977,2969,2959,2902
50,2,4,20,197,Kansas,Wabaunsee County,7053,7053,7047,7042,7018,7041,7022
50,2,4,20,199,Kansas,Wallace County,1485,1485,1482,1524,1524,1562,1506
50,2,4,20,201,Kansas,Washington County,5799,5799,5789,5838,5731,5628,5598
50,2,4,20,203,Kansas,Wichita County,2234,2234,2238,2257,2226,2186,2176
50,2,4,20,205,Kansas,Wilson County,9409,9409,9394,9239,9119,9105,9028
50,2,4,20,207,Kansas,Woodson County,3309,3309,3299,3306,3260,3206,3157
50,2,4,20,209,Kansas,Wyandotte County,157505,157505,157762,158030,159303,160601,161636
40,3,6,21,0,Kentucky,Kentucky,4339367,4339349,4349838,4370038,4383465,4399583,4413457
50,3,6,21,1,Kentucky,Adair County,18656,18656,18871,18979,18971,19135,19204
50,3,6,21,3,Kentucky,Allen County,19956,19967,20040,20170,20231,20269,20384
50,3,6,21,5,Kentucky,Anderson County,21421,21421,21458,21560,21663,21752,21888
50,3,6,21,7,Kentucky,Ballard County,8249,8247,8259,8285,8304,8282,8240
50,3,6,21,9,Kentucky,Barren County,42173,42173,42178,42415,42669,43046,43148
50,3,6,21,11,Kentucky,Bath County,11591,11591,11623,11715,11799,12008,12206
50,3,6,21,13,Kentucky,Bell County,28691,28691,28705,28631,28152,27905,27778
50,3,6,21,15,Kentucky,Boone County,118811,118811,119306,121640,123258,124535,126413
50,3,6,21,17,Kentucky,Bourbon County,19985,19985,19964,19993,19996,19935,19972
50,3,6,21,19,Kentucky,Boyd County,49542,49538,49682,49448,49284,48963,48832
50,3,6,21,21,Kentucky,Boyle County,28432,28420,28651,28756,29048,29588,29706
50,3,6,21,23,Kentucky,Bracken County,8488,8488,8494,8493,8464,8440,8406
50,3,6,21,25,Kentucky,Breathitt County,13878,13876,13858,13834,13645,13567,13409
50,3,6,21,27,Kentucky,Breckinridge County,20059,20053,20053,20285,20098,20056,19888
50,3,6,21,29,Kentucky,Bullitt County,74319,74319,74495,75282,75913,76819,77955
50,3,6,21,31,Kentucky,Butler County,12690,12690,12715,12763,12806,12826,12875
50,3,6,21,33,Kentucky,Caldwell County,12984,12984,12986,12981,12921,12785,12725
50,3,6,21,35,Kentucky,Calloway County,37191,37191,37425,37831,38228,38141,38282
50,3,6,21,37,Kentucky,Campbell County,90336,90336,90726,91220,91175,91385,91833
50,3,6,21,39,Kentucky,Carlisle County,5104,5104,5100,5049,5042,4988,4978
50,3,6,21,41,Kentucky,Carroll County,10811,10811,10807,10980,10874,10881,10815
50,3,6,21,43,Kentucky,Carter County,27720,27718,27754,27458,27471,27291,27223
50,3,6,21,45,Kentucky,Casey County,15955,15952,15965,15963,16086,16107,15891
50,3,6,21,47,Kentucky,Christian County,73955,73939,74213,73640,75770,74422,74250
50,3,6,21,49,Kentucky,Clark County,35613,35613,35607,35456,35739,35607,35758
50,3,6,21,51,Kentucky,Clay County,21730,21730,21691,21613,21541,21238,21147
50,3,6,21,53,Kentucky,Clinton County,10272,10272,10276,10151,10233,10136,10165
50,3,6,21,55,Kentucky,Crittenden County,9315,9315,9308,9270,9247,9222,9224
50,3,6,21,57,Kentucky,Cumberland County,6856,6856,6857,6867,6859,6815,6745
50,3,6,21,59,Kentucky,Daviess County,96656,96659,96719,97233,97727,98200,98275
